pair_id,claim_company,claim_text,evidence_text,evidence_kind_label,evidence_date,relation,about_claim_company,note
2248d938b4b5,ACG,"An Cường xây dựng các giá trị bền vững bằng cách nuôi dưỡng sự cân bằng giữa hiệu quả kinh tế và những đóng góp cho môi trường, xã hội, cộng đồng.","An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
f4138cbf9d72,ACG,"Công ty luôn chú trọng giữ uy tín đối với các cam kết của Công ty. Công ty luôn thanh toán đúng hạn đối với các khoản vay ngân hàng, nợ phải trả cho nhà cung cấp, các khoản tiền phải trả cho người lao động và các khoản phải nộp/ phải trả cho nhà nước, cơ quan BHXH. Công ty luôn công bố thông tin định kỳ về hoạt động kinh doanh (hàng tháng), công bố BCTC (hàng quý/ năm) trên website của Công ty và trên các phương tiện thông tin đại chúng.",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
fa1b51f8d0dd,ACG,Công ty công bố những rủi ro chủ yếu.,AGG: Công ty do Chủ tịch sáng lập bị phạt vì thao túng cổ phiếu,MediaReport,2025-10-01,,,
f7d87bada804,ACG,Tình hình tuân thủ tiêu chí A.8.3: Công ty có chính sách về khoản vay cho Thành viên HĐQT trong đó quy định cấm hoạt động này hoặc đảm bảo rằng các khoản vay được thực hiện trên cơ sở giao dịch hợp lý theo lãi suất thị trường? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
00e9a2a9af99,ACG,Thành viên HĐQT có nghĩa vụ phải CBTT theo quy định tại Thông tư số 96-2020/TTBTC hướng dẫn công bố thông tin trên thị trường chứng khoán.,Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
126fa1d8314b,ACG,"Nghị quyết của ĐHĐCĐ số 09-2022/NQ-GAC ngày 06/06/2022 thông qua phương án chia cổ tức năm 2021, Kế hoạch chi trả cổ tức năm 2022.","Thị giá trên 100.000 đồng/cp, Gỗ An Cường (ACG) chốt danh sách cổ đông phát hành 44 triệu cổ phiếu trả cổ tức tỷ lệ 50%",MediaReport,2022-04-05,,,
66a2a9b956e5,ACG,Công ty đã thực hiện CBTT và đăng tải lên website sơ yếu lý lịch của từng Thành viên HĐQT sẽ được bầu.,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
ce87a73748ce,ACG,Tình hình tuân thủ tiêu chí A.8.3: Công ty có chính sách về khoản vay cho Thành viên HĐQT trong đó quy định cấm hoạt động này hoặc đảm bảo rằng các khoản vay được thực hiện trên cơ sở giao dịch hợp lý theo lãi suất thị trường? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
656a5ede42a5,ACG,kiến tạo một hành trình vì một tương lai bền vững,7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
75b1b54b1638,AGG,Triển khai phương án phát hành cổ phiếu để chi trả cổ tức cho Cổ đông,"Thị giá trên 100.000 đồng/cp, Gỗ An Cường (ACG) chốt danh sách cổ đông phát hành 44 triệu cổ phiếu trả cổ tức tỷ lệ 50%",MediaReport,2022-04-05,,,
c3c80c396da5,ADP,"Cam kết cung cấp những sản phẩm chất lượng cao, giá cả hợp lý nhất để đáp ứng nhu cầu của khách hàng.",Chất lượng tương đương với dòng sản phẩm 50 triệu/m2 giá trị tương đương 50 triệu VND/m2 achieved,KPIObservation,2026,,,
618d6ee71045,ACG,"BTGĐ đã chủ động, sáng tạo và linh hoạt trong công tác điều hành, triển khai các chiến lược kinh doanh linh hoạt nhằm nắm bắt tốt các cơ hội kinh doanh, đảm bảo tuân thủ các nguyên tắc quản trị rủi ro qua đó hoàn thành vượt kế hoạch kinh doanh mà ĐHĐCĐ thường niên 2022 đã thông qua.",Hoàn thành 114% kế hoạch doanh thu hoàn thành kế hoạch doanh thu 114.0 phần trăm achieved,KPIObservation,2025,,,
e9cfad4f76f3,ADP,tổ chức kiểm tra sức khỏe định kỳ.,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
711ebd8744ec,AAA,"Tiên phong trên hành trình chuyển đổi xanh, không ngừng kiến tạo các giá trị bền vững","An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
d2270137dd69,AGG,phát triển bền vững trong dài hạn,"An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
014595888a50,ACG,"Tối ưu hóa quy trình sản xuất, áp dụng công nghệ hiện đại nhằm sử dụng năng lượng hiệu quả, giảm thiểu rác thải, khí thải và nước thải, giảm hao hụt/lãng phí nguyên vật liệu.",Giảm phát thải: Khi doanh nghiệp 'chuyển vai' từ tìm hiểu sang triển khai,MediaReport,2026-07-20,,,
3e1548c794b6,AGG,An Gia khẳng định thương hiệu là nhà phát triển bất động sản dẫn đầu trong phân khúc nhà ở vừa túi tiền và trung cấp với chất lượng xây dựng và thiết kế vượt trội.,Chất lượng tương đương với dòng sản phẩm 60 triệu/m2 giá trị tương đương 60 triệu VND/m2 achieved,KPIObservation,2026,,,
11bf01291eb2,AGG,PHÂN KHÚC HẠNG TRUNG TỐT NHẤT,Thị phần mảng gỗ công nghiệp và nội thất làm từ gỗ công nghiệp phân khúc trung và cao cấp tại thị trường trong nước thị phần 55.0 percent achieved,KPIObservation,2022,,,
755097d752bc,AGG,"An toàn lao động, sức khỏe nghề nghiệp",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
6c403f46e516,ACG,Tình hình tuân thủ tiêu chí A.8.3: Công ty có chính sách về khoản vay cho Thành viên HĐQT trong đó quy định cấm hoạt động này hoặc đảm bảo rằng các khoản vay được thực hiện trên cơ sở giao dịch hợp lý theo lãi suất thị trường? - Xanh,"Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
1c45cc722999,ACG,"Công ty không bị kết luận vi phạm về giao dịch nội gián của HĐQT, Ban TGĐ và nhân viên","Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
2e1e35eebf2c,ACC,Luôn chú trọng giải quyết đủ việc làm và thanh toán lương đầy đủ cho người lao động.,Khoản phải trả cho người lao động tính đến 31/12/2022 payables to employees 23 tỷ đồng achieved,KPIObservation,2022,,,
f281b18f6178,ACG,"Tại ĐHĐCĐ thường niên, Công ty đã đề cử và được Đại hội thông qua nhân dụng phần mềm kiểm phiếu được cung cấp bởi bên thứ 3 có chức năng cung cấp giải pháp họp ĐHĐCĐ trực tuyến.",Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
e6addb4bdddc,ACG,Công ty công bố việc đã bổ nhiệm một bên độc lập để kiểm đếm hoặc thẩm định phiếu bầu tại ĐHĐCĐ thường niên năm 2025.,Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
f0ff88c0e287,ACG,Cổ đông có thể biểu quyết thông qua đại diện theo ủy quyền hoặc thực hiện bỏ phiếu từ xa qua văn bản hoặc thông qua hệ thống điện tử được Công ty áp dụng theo Khoản 2 Điều 13 Điều lệ Công ty.,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
221696b8195c,ACG,Hoạt Động Phát Triển Bền Vững 2022,7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
545ea3b6ea34,ACG,Mỗi nội dung trình ĐHĐCĐ tại cuộc họp thường niên được thể hiện ở từng tờ trình riêng và đều được thể hiện thành từng mục riêng khi trình bày trong một Nghị quyết. Công ty không tách riêng từng nội dung được thông qua trong từng Nghị quyết riêng lẻ.,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
315e7b41b276,ADP,"Công ty cam kết xây dựng một môi trường làm việc năng động, an toàn, công bằng và thân thiện.",Đạt danh hiệu Nơi làm việc tốt nhất châu Á Nơi làm việc tốt nhất châu Á achieved,KPIObservation,2026,,,
1325cd06fa9f,ACG,Cổ đông bầu chọn từng Thành viên HĐQT bằng cách bỏ phiếu bầu cử tại cuộc họp ĐHĐCĐ hoặc gửi phiếu bầu cử trong các đợt lấy ý kiến cổ đông bằng văn bản. HĐQT đều xây dựng Quy chế bầu cử và trình Quy chế này cho ĐHĐCĐ.,Tỷ lệ hoàn thành kế hoạch doanh thu năm revenue target achievement 44 percent achieved,KPIObservation,2025,,,
624b2dfe53d1,ACG,"Công ty không trả cổ tức bằng phương thức ""Script dividend"".",Tỷ lệ trả cổ tức bằng cổ phiếu năm 2021 Tỷ lệ trả cổ tức bằng cổ phiếu 50.0 percent achieved,KPIObservation,2021,,,
07efd8a71d25,ACG,"Công ty công bố kết quả bầu chọn bao gồm số phiếu thông qua, phản đối và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ĐHĐCĐ gần nhất.",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
e49d8e8ab8d9,AGG,"Thông qua các giao dịch giữa Công ty và công ty con, các bên có liên quan trong năm 2020","Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
496126c83349,AGG,Thông qua giao dịch giữa Công ty với các bên có liên quan để đảm bảo nghĩa vụ của Công ty theo phương án phát hành trái phiếu,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
566d0cc36912,ACG,"Nghị quyết của ĐHĐCĐ số 09-2022/NQ-GAC ngày 06/06/2022 thông qua phương án chia cổ tức năm 2021, Kế hoạch chi trả cổ tức năm 2022.",Tỷ lệ trả cổ tức bằng cổ phiếu năm 2021 Tỷ lệ trả cổ tức bằng cổ phiếu 50.0 percent achieved,KPIObservation,2021,,,
d27f487c146a,AGG,đẩy mạnh công bố các thông tin liên quan đến phát triển bền vững,"An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
8a0bfe9027d0,AGG,Đóng góp vào tăng trưởng kinh tế bền vững,Dòng tiền kinh doanh chính quý I/2026 operating cash flow -121.7 tỷ đồng achieved,KPIObservation,2026,,,
620509e61e04,ACG,Công ty công bố việc đã bổ nhiệm một bên độc lập để kiểm đếm hoặc thẩm định phiếu bầu tại ĐHĐCĐ thường niên năm 2025.,AGG: Công ty do Chủ tịch sáng lập bị phạt vì thao túng cổ phiếu,MediaReport,2025-10-01,,,
8f4e454c817c,ACG,Tình hình tuân thủ tiêu chí A.8.2: Công ty có chính sách yêu cầu Thành viên HĐQT không tham gia họp HĐQT trong các cuộc họp về các hoạt động giao dịch mà Thành viên đó có xung đột lợi ích? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
1c57d54014d8,ACG,"Không áp dụng quyền mua cổ phiếu, cổ phiếu thưởng cho Thành viên độc lập HĐQT không điều hành",Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
1b05dc37f818,ACG,Tình hình tuân thủ tiêu chí A.7.1: Thành viên HĐQT có được yêu cầu phải báo cáo giao dịch cổ phiếu Công ty trong 3 ngày làm việc? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
0670094029cb,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh","Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
f68f4c0e578d,AGG,Đóng góp vào tăng trưởng kinh tế bền vững,Dòng tiền kinh doanh âm năm 2025 operating cash flow -377.0 tỷ đồng achieved,KPIObservation,2025,,,
d43767056ce5,ADP,"ADP luôn nỗ lực là một tổ chức có trách nhiệm xã hội, luôn tích cực, chủ động tham gia vào các hoạt động cộng đồng, xã hội, góp phần xây dựng đất nước ngày càng phát triển.","Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
bea9e1964450,ACG,"Những chứng nhận và kết quả thẩm định này là cam kết rõ ràng của An Cường về an toàn sản phẩm, bảo vệ sức khỏe người tiêu dùng và trách nhiệm với môi trường.","Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
55580e438328,AGG,Thông qua việc tăng vốn điều lệ của Công ty,Vốn điều lệ vốn điều lệ 997.0 tỷ đồng achieved,KPIObservation,2025,,,
cd69c29e9d73,ACG,"Công ty công bố kết quả bầu chọn bao gồm số phiếu thông qua, phản đối và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ĐHĐCĐ gần nhất.","An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
7452afd38bc0,ACG,"Mang đến các giải pháp cho gỗ ngành nội thất, phục vụ tối đa mọi nhu cầu trang trí và làm đẹp ngôi nhà của khách hàng.",Thị phần mảng gỗ công nghiệp và nội thất làm từ gỗ công nghiệp phân khúc trung và cao cấp tại thị trường trong nước thị phần 55.0 percent achieved,KPIObservation,2022,,,
545ac4688a61,AGG,Thông qua việc tăng vốn điều lệ của Công ty,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
b5956f78f580,AGG,"Thông qua các giao dịch giữa Công ty và công ty con, các bên có liên quan trong năm 2020",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
ca995f93ef05,ADP,Bảo đảm hài hòa lợi ích công ty với lợi ích quốc gia và xã hội,8 năm liên tiếp đạt Thương hiệu Quốc gia Việt Nam Thương hiệu Quốc gia Việt Nam 8.0 năm achieved,KPIObservation,2026,,,
2ab076ef044c,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
edcb0fb98fc6,ADP,"ADP tiết giảm chi phí sản xuất, kinh doanh",Giảm chi phí tài chính quý I/2026 so với cùng kỳ financial expenses growth -77.3 percent achieved,KPIObservation,2026,,,
970264a913e6,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
6822c42b9034,ACG,"Không áp dụng quyền mua cổ phiếu, cổ phiếu thưởng cho Thành viên độc lập HĐQT không điều hành",AGG: Công ty do Chủ tịch sáng lập bị phạt vì thao túng cổ phiếu,MediaReport,2025-10-01,,,
328adec95604,ACG,Tình hình tuân thủ tiêu chí B.1.4: Công ty có công bố mục tiêu bền vững về mặt định lượng không? - Xanh,7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
974dea675c32,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
717954f07e1c,AGG,Thông qua giao dịch giữa Công ty với các bên có liên quan để đảm bảo nghĩa vụ của Công ty theo phương án phát hành trái phiếu,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
1a1f415e7104,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh",Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
0f67788819fd,AGG,Thông qua việc tăng vốn điều lệ của Công ty,Vốn điều lệ vốn điều lệ 225.0 tỷ đồng achieved,KPIObservation,2025,,,
756cf48fef5e,ACG,"Công ty công bố kết quả bầu chọn bao gồm số phiếu thông qua, phản đối và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ĐHĐCĐ gần nhất.",Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
861569fd078c,AAA,Nhựa An Phát Xanh là nhà sản xuất và xuất khẩu bao bì nhựa lớn nhất Việt Nam,Doanh thu xuất khẩu tăng gần 19% so với 2024 doanh thu xuất khẩu tăng trưởng 19.0 phần trăm achieved,KPIObservation,2025,,,
1e82deeecbe9,ADP,"Cam kết cung cấp những sản phẩm chất lượng cao, giá cả hợp lý nhất để đáp ứng nhu cầu của khách hàng.",Chất lượng tương đương với dòng sản phẩm 60 triệu/m2 giá trị tương đương 60 triệu VND/m2 achieved,KPIObservation,2026,,,
7a038f5e266c,ACG,Cổ đông bầu chọn từng Thành viên HĐQT bằng cách bỏ phiếu bầu cử tại cuộc họp ĐHĐCĐ hoặc gửi phiếu bầu cử trong các đợt lấy ý kiến cổ đông bằng văn bản. HĐQT đều xây dựng Quy chế bầu cử và trình Quy chế này cho ĐHĐCĐ.,Dùng 92 tài khoản chứng khoán để thao túng cổ phiếu AGG,MediaReport,2025-10-02,,,
f4773f8c67b0,ACG,Chủ tịch Hội đồng Quản trị của Công ty ACG đã thôi kiêm nhiệm chức vụ Tổng Giám đốc trong 3 năm qua (2023-2025).,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
f0f18547b27c,ACG,"Tình hình tuân thủ tiêu chí A.5.1: Trường hợp Công ty có nhiều hơn một loại cổ phiếu, Công ty có công khai quyền biểu quyết tương ứng với từng loại cổ phiếu (ví dụ: thông qua trang web / báo cáo của công ty / sàn giao dịch chứng khoán / trang web của cơ quan quản lý) không? - Xanh","Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
5e9650eceaee,ACG,"Công ty công bố kết quả bầu chọn bao gồm số phiếu thông qua, phản đối và phiếu trống cho mỗi nội dung dự thảo lấy ý kiến của ĐHĐCĐ gần nhất.",AGG: Công ty do Chủ tịch sáng lập bị phạt vì thao túng cổ phiếu,MediaReport,2025-10-01,,,
eb4b2c9b4704,ACG,Tình hình tuân thủ tiêu chí A.9.1: Công ty có công bố về việc giao dịch bên liên quan được thực hiện theo phương thức đảm bảo rằng những giao dịch đó là hợp lý và theo cơ chế thị trường? - Xanh,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
4c0862e575b3,ADP,Quyết định về việc bổ nhiệm chức vụ,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
ae7f23df57e8,ACG,Tình hình tuân thủ tiêu chí A.8.2: Công ty có chính sách yêu cầu Thành viên HĐQT không tham gia họp HĐQT trong các cuộc họp về các hoạt động giao dịch mà Thành viên đó có xung đột lợi ích? - Xanh,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
5a1646312a70,ACG,"Không áp dụng quyền mua cổ phiếu, cổ phiếu thưởng cho Thành viên độc lập HĐQT không điều hành","Phạt 3 tỷ đồng, cấm giao dịch chứng khoán trong 2 năm do giúp sức thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
ef6a746cf01f,ACG,"Công ty không trả cổ tức bằng phương thức ""Script dividend"".",Giá trị phát hành cổ phiếu trả cổ tức năm 2021 theo mệnh giá Giá trị phát hành cổ phiếu trả cổ tức theo mệnh giá 438.0 tỷ đồng achieved,KPIObservation,2022,,,
88d50ee78e36,AGG,PHÂN KHÚC HẠNG TRUNG TỐT NHẤT,Đạt danh hiệu Nơi làm việc tốt nhất châu Á Nơi làm việc tốt nhất châu Á achieved,KPIObservation,2026,,,
2d4cd2a1b808,ADP,"Luôn nỗ lực là một tổ chức có trách nhiệm xã hội, luôn tích cực, chủ động tham gia vào các hoạt động cộng đồng, xã hội, góp phần xây dựng đất nước ngày càng phát triển.","Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
f7f3215403ee,ACG,Thành viên HĐQT có nghĩa vụ phải CBTT theo quy định tại Thông tư số 96-2020/TTBTC hướng dẫn công bố thông tin trên thị trường chứng khoán.,Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
e892f06a7ef8,ADP,Thông qua KQ-SX-KD Quý 2/2025 và 06 tháng đầu năm 2025,Lãi ròng tăng 12% so với cùng kỳ nửa đầu năm 2025 Tăng trưởng lợi nhuận ròng 12 percent achieved,KPIObservation,2025,,,
38905f002f69,ACC,"Xác định đây là tiêu chí quan trọng trong phương hướng và chiến lược xây dựng xã hội văn minh, cuộc sống xanh.","An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
14ecf9686d73,AGG,Miễn nhiệm chức danh Tổng Giám đốc của Công ty đối với ông Nguyễn Bá Sáng,"Phạt 1,5 tỷ đồng, cấm giao dịch chứng khoán và đảm nhiệm chức vụ trong 2 năm do thao túng cổ phiếu AGG",Penalty,2025-10-01,,,
d60cdd323ae6,AGG,Thông qua việc tăng vốn điều lệ của Công ty,Vốn điều lệ vốn điều lệ 180.0 tỷ đồng achieved,KPIObservation,2025,,,
16b185e84043,AGG,Đóng góp vào tăng trưởng kinh tế bền vững,7 lần được vinh danh Top 100 Doanh nghiệp Bền vững (CSI) Top 100 Doanh nghiệp Bền vững (CSI) 7.0 lần achieved,KPIObservation,2026,,,
f5faf7041842,ADP,"ADP chủ động đàm phán với các nhà cung cấp nguyên vật liệu để điều chỉnh giá, hướng đến tối ưu hóa chi phí đầu vào.",Giảm chi phí bán hàng và quản lý doanh nghiệp quý I/2026 so với cùng kỳ selling and administrative expenses growth -31.4 percent achieved,KPIObservation,2026,,,
cb62f469b5a3,ADP,bảo đảm hài hòa lợi ích công ty với lợi ích quốc gia và xã hội,8 năm liên tiếp đạt Thương hiệu Quốc gia Việt Nam Thương hiệu Quốc gia Việt Nam 8.0 năm achieved,KPIObservation,2026,,,
32f13712fdab,AGG,"Nền tảng tài chính vững mạnh, báo cáo minh bạch, chuẩn mực là hành trang giúp An Gia tiếp cận thị trường vốn hiệu quả, thể hiện qua các đợt huy động vốn thành công từ quỹ đầu tư, định chế tài chính, phát hành trái phiếu…, hướng đến một tương lai vững bền.",Phạt tiền 3 tỷ đồng và cấm giao dịch chứng khoán 2 năm do giúp sức ông Hồ Thành Trung thao túng thị trường chứng khoán cổ phiếu AGG,Penalty,2025-10-01,,,
9d84905eb525,ACG,An Cường đã có những bước tiến vượt bậc so với mục tiêu được hoạch định đầu năm.,"An Cường – 30 năm phát triển bền vững, tiên phong hướng tới mục tiêu Net Zero 2050 - CafeLand.Vn...",MediaReport,2026-01-17,,,
4af4fbec7c73,ACC,Luôn chú trọng giải quyết đủ việc làm và thanh toán lương đầy đủ cho người lao động.,Đạt danh hiệu Nơi làm việc tốt nhất châu Á Nơi làm việc tốt nhất châu Á achieved,KPIObservation,2026,,,
0d6482506561,ADP,Chi thưởng cho HĐQT và Ban điều hành khi thực hiện hoàn thành kế hoạch năm 2024,Tỷ lệ hoàn thành kế hoạch doanh thu năm revenue target achievement 44 percent achieved,KPIObservation,2025,,,
56e84edb66c3,AGG,Triển khai phương án phát hành cổ phiếu để chi trả cổ tức cho Cổ đông,Số lượng cổ phiếu phát hành để trả cổ tức năm 2021 Số lượng cổ phiếu phát hành 43.82 triệu cổ phiếu achieved,KPIObservation,2022,,,
5674b91c4c3a,AGG,Thông qua giao dịch giữa Công ty với các bên có liên quan để đảm bảo nghĩa vụ của Công ty theo phương án phát hành trái phiếu,An Phát Holdings cầm cố cổ phiếu AAA để phát hành trái phiếu,MediaReport,2023-09-12,,,
